CisBP_ID	Uniprot_ID	Specie	Specie_ID	Family
M0851_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M0214_1.02	Unknown	Mus musculus	Unknown	bHLH
M1402_1.02	Unknown	Arabidopsis thaliana	Unknown	NAC/NAM
M0381_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1756_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0998_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1653_1.02	Unknown	Arabidopsis lyrata	Unknown	TCP
M1730_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1041_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0584_1.02	Unknown	Caenorhabditis elegans	Unknown	CSD
M1391_1.02	Unknown	Ostreococcus tauri	Unknown	Myb/SANT
M0587_1.02	Unknown	Cannabis sativa	Unknown	CxC
M0325_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M0213_1.02	Unknown	Mus musculus	Unknown	bHLH
M1063_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1452_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M1319_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1184_1.02	Unknown	Acanthamoeba polyphaga mimivirus	Unknown	Homeodomain
M1167_1.02	Unknown	Petroselinum crispum	Unknown	Homeodomain
M0478_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0339_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M1506_1.02	Unknown	Gasterosteus aculeatus	Unknown	Pipsqueak
M0077_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2;B3
M0078_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2;B3
M0384_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0970_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0527_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1567_1.02	Unknown	Arabidopsis thaliana	Unknown	SBP
M1466_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0262_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M0066_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1073_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1072_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0051_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M1594_1.02	Unknown	Mus musculus	Unknown	Sox
M0732_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0952_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1287_1.02	Unknown	Arabidopsis lyrata	Unknown	MADF
M0300_1.02	Unknown	Mus musculus	Unknown	bZIP
M1116_1.02	Unknown	Oryza sativa	Unknown	Homeodomain
M1701_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1832_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1384_1.02	Unknown	Physcomitrella patens	Unknown	Myb/SANT
M0266_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M0867_1.02	Unknown	Aspergillus terreus	Unknown	Homeodomain
M0079_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2;B3
M1209_1.02	Unknown	Zea mays	Unknown	Homeodomain
M1651_1.02	Unknown	Arabidopsis lyrata	Unknown	TCP
M1199_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1465_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1733_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0770_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0436_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0989_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0980_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0396_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0135_1.02	Unknown	Drosophila melanogaster	Unknown	AT hook
M0783_1.02	Unknown	Mus musculus	Unknown	GATA
M0490_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0900_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M1793_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1792_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1703_1.02	Unknown	Ostreococcus tauri	Unknown	WRKY
M1683_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0004_1.02	Unknown	Cannabis sativa	Unknown	AP2
M1012_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0316_1.02	Unknown	Mus musculus	Unknown	bZIP
M0511_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0512_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1143_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M1140_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1141_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1232_1.02	Unknown	Mus musculus	Unknown	POU;Homeodomain
M1234_1.02	Unknown	Mus musculus	Unknown	POU;Homeodomain
M1233_1.02	Unknown	Mus musculus	Unknown	POU;Homeodomain
M1079_1.02	Unknown	Tetraodon nigroviridis	Unknown	Homeodomain
M0713_1.02	Unknown	Drosophila melanogaster	Unknown	Ets
M0510_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0509_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0121_1.02	Unknown	Brachypodium distachyon	Unknown	AT hook
M1304_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M1375_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Myb/SANT
M0535_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1565_1.02	Unknown	Arabidopsis thaliana	Unknown	SBP
M1488_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1410_1.02	Unknown	Arabidopsis lyrata	Unknown	NAC/NAM
M1192_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M0990_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1687_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M0070_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0069_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0414_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0136_1.02	Unknown	Vitis vinifera	Unknown	AT hook
M1243_1.02	Unknown	Mus musculus	Unknown	POU;Homeodomain
M0665_1.02	Unknown	Arabidopsis thaliana	Unknown	E2F
M1107_1.02	Unknown	Oryza sativa	Unknown	Homeodomain
M0271_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M1490_1.02	Unknown	Pan paniscus	Unknown	Nuclear receptor
M1122_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M1174_1.02	Unknown	Marmota monax	Unknown	Homeodomain
M0923_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1815_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1816_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1585_1.02	Unknown	Mus musculus	Unknown	Sox
M1302_1.02	Unknown	Cannabis sativa	Unknown	Myb/SANT
M0930_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1748_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0485_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0928_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0965_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1690_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1668_1.02	Unknown	Homo sapiens	Unknown	THAP finger
M0814_1.02	Unknown	Taeniopygia guttata	Unknown	GCM
M0204_1.02	Unknown	Mus musculus	Unknown	bHLH
M0205_1.02	Unknown	Mus musculus	Unknown	bHLH
M0972_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0956_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1144_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M1584_1.02	Unknown	Mus musculus	Unknown	Sox
M0648_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M0837_1.02	Unknown	Aedes aegypti	Unknown	Homeodomain
M1736_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1195_1.02	Unknown	Physcomitrella patens	Unknown	Homeodomain
M1553_1.02	Unknown	Pteropus vampyrus	Unknown	SAND
M0652_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M1349_1.02	Unknown	Dictyostelium discoideum	Unknown	Myb/SANT
M0453_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0666_1.02	Unknown	Dictyostelium discoideum	Unknown	E2F
M0643_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M0020_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1219_1.02	Unknown	Strongylocentrotus purpuratus	Unknown	Homeodomain
M1024_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0289_1.02	Unknown	Dictyostelium discoideum	Unknown	bZIP
M1424_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0885_1.02	Unknown	Danio rerio	Unknown	Homeodomain
M1639_1.02	Unknown	Branchiostoma floridae	Unknown	T-box
M1050_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1615_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Sox
M0211_1.02	Unknown	Mus musculus	Unknown	bHLH
M1487_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0632_1.02	Unknown	Homo sapiens	Unknown	DM
M0649_1.02	Unknown	Arabidopsis thaliana	Unknown	Dof
M1454_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M1137_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1136_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M0250_1.02	Unknown	Physcomitrella patens	Unknown	bHLH
M1781_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1782_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1650_1.02	Unknown	Arabidopsis thaliana	Unknown	TCP
M0601_1.02	Unknown	Ostreococcus tauri	Unknown	CxC
M0673_1.02	Unknown	Taeniopygia guttata	Unknown	E2F
M1503_1.02	Unknown	Aspergillus nidulans	Unknown	Pipsqueak
M0343_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M0484_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M1706_1.02	Unknown	Fusarium graminearum	Unknown	Zinc cluster
M0247_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bHLH
M0248_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bHLH
M1352_1.02	Unknown	Dictyostelium discoideum	Unknown	Myb/SANT
M1625_1.02	Unknown	Gasterosteus aculeatus	Unknown	T-box
M1396_1.02	Unknown	Ostreococcus tauri	Unknown	Myb/SANT
M0212_1.02	Unknown	Mus musculus	Unknown	bHLH
M1727_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1726_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M1003_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1196_1.02	Unknown	Phytophthora ramorum	Unknown	Homeodomain
M1469_1.02	Unknown	Drosophila melanogaster	Unknown	Nuclear receptor
M0093_1.02	Unknown	Saccharomyces cerevisiae	Unknown	APSES
M0661_1.02	Unknown	Physcomitrella patens	Unknown	Dof
M0425_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0440_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1535_1.02	Unknown	Pediculus humanus	Unknown	RFX
M1118_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0615_1.02	Unknown	Xenopus tropicalis	Unknown	CxxC
M0112_1.02	Unknown	Neurospora crassa	Unknown	ARID/BRIGHT
M0635_1.02	Unknown	Mus musculus	Unknown	DM
M0595_1.02	Unknown	Tarsius syrichta	Unknown	CxC
M1571_1.02	Unknown	Physcomitrella patens	Unknown	SBP
M0847_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M1497_1.02	Unknown	Schistosoma mansoni	Unknown	Nuclear receptor
M0739_1.02	Unknown	Caenorhabditis elegans	Unknown	Forkhead
M1696_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1186_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1511_1.02	Unknown	Caenorhabditis elegans	Unknown	Pipsqueak
M1570_1.02	Unknown	Physcomitrella patens	Unknown	SBP
M0385_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1182_1.02	Unknown	Discocelis tigrina	Unknown	Homeodomain
M0391_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0619_1.02	Unknown	Bombyx mori	Unknown	CxxC
M1510_1.02	Unknown	Xenopus tropicalis	Unknown	Pipsqueak
M1686_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1368_1.02	Unknown	Neurospora crassa	Unknown	Myb/SANT
M1340_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1627_1.02	Unknown	Mus musculus	Unknown	T-box
M0550_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0237_1.02	Unknown	Neurospora crassa	Unknown	bHLH
M0822_1.02	Unknown	Coccidioides immitis	Unknown	Homeodomain
M0027_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1322_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1208_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1207_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1619_1.02	Unknown	Arabidopsis thaliana	Unknown	Storekeeper
M0933_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1189_1.02	Unknown	Nematostella vectensis	Unknown	Homeodomain
M1557_1.02	Unknown	Mus musculus	Unknown	SAND
M1556_1.02	Unknown	Mus musculus	Unknown	SAND
M0125_1.02	Unknown	Danio rerio	Unknown	AT hook
M0085_1.02	Unknown	Mus musculus	Unknown	AP-2
M0068_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0067_1.02	Unknown	Plasmodium falciparum	Unknown	AP2
M0711_1.02	Unknown	Tetraodon nigroviridis	Unknown	Ets
M1582_1.02	Unknown	Mus musculus	Unknown	Sox
M0853_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M0986_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0985_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0738_1.02	Unknown	Oryzias latipes	Unknown	Forkhead
M0645_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M1489_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0367_1.02	Unknown	Paramecium tetraurelia	Unknown	bZIP
M1545_1.02	Unknown	Homo sapiens	Unknown	SAND
M0152_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M0387_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1502_1.02	Unknown	Nasonia vitripennis	Unknown	Pipsqueak
M0319_1.02	Unknown	Mus musculus	Unknown	bZIP
M0115_1.02	Unknown	Nematostella vectensis	Unknown	ARID/BRIGHT
M1746_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0761_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0581_1.02	Unknown	Arabidopsis thaliana	Unknown	CG-1
M0742_1.02	Unknown	Caenorhabditis elegans	Unknown	Forkhead
M1162_1.02	Unknown	Pichia angusta	Unknown	Homeodomain
M1077_1.02	Unknown	Tetraodon nigroviridis	Unknown	Homeodomain
M0192_1.02	Unknown	Mus musculus	Unknown	bHLH
M0255_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M0730_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0441_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1636_1.02	Unknown	Caenorhabditis elegans	Unknown	T-box
M0968_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0231_1.02	Unknown	Neurospora crassa	Unknown	bHLH
M0698_1.02	Unknown	Mus musculus	Unknown	Ets
M1791_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0041_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0252_1.02	Unknown	Physcomitrella patens	Unknown	bHLH
M1125_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1422_1.02	Unknown	Aedes aegypti	Unknown	Nuclear receptor
M1813_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0346_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M0210_1.02	Unknown	Mus musculus	Unknown	bHLH
M0209_1.02	Unknown	Mus musculus	Unknown	bHLH
M1453_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M1263_1.02	Unknown	Mus musculus	Unknown	IRF
M0372_1.02	Unknown	Arabidopsis thaliana	Unknown	C2H2 ZF
M1521_1.02	Unknown	Monodelphis domestica	Unknown	Rel
M0170_1.02	Unknown	Caenorhabditis elegans	Unknown	bHLH
M0882_1.02	Unknown	Ciona intestinalis	Unknown	Homeodomain
M0091_1.02	Unknown	Saccharomyces cerevisiae	Unknown	APSES
M0092_1.02	Unknown	Saccharomyces cerevisiae	Unknown	APSES
M0390_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1224_1.02	Unknown	Xenopus tropicalis	Unknown	Paired box;Homeodomain
M0389_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0358_1.02	Unknown	Caenorhabditis elegans	Unknown	bZIP
M0109_1.02	Unknown	Procavia capensis	Unknown	ARID/BRIGHT
M0221_1.02	Unknown	Mus musculus	Unknown	bHLH
M0223_1.02	Unknown	Mus musculus	Unknown	bHLH
M0222_1.02	Unknown	Mus musculus	Unknown	bHLH
M0206_1.02	Unknown	Mus musculus	Unknown	bHLH
M0829_1.02	Unknown	Candida albicans	Unknown	Homeodomain
M1025_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1436_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M0563_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0076_1.02	Unknown	Ostreococcus tauri	Unknown	AP2
M1682_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1475_1.02	Unknown	Gallus gallus	Unknown	Nuclear receptor
M1797_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1796_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1824_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1825_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1160_1.02	Unknown	PBM CONSTRUCTS	Unknown	Homeodomain
M0189_1.02	Unknown	Mus musculus	Unknown	bHLH
M0388_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0658_1.02	Unknown	Physcomitrella patens	Unknown	Dof
M0776_1.02	Unknown	Dictyostelium discoideum	Unknown	GATA
M1814_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0901_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M0734_1.02	Unknown	Mus musculus	Unknown	Forkhead
M0165_1.02	Unknown	Arabidopsis thaliana	Unknown	bHLH
M0302_1.02	Unknown	Mus musculus	Unknown	bZIP
M0303_1.02	Unknown	Mus musculus	Unknown	bZIP
M0474_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M0337_1.02	Unknown	Neurospora crassa	Unknown	bZIP
M1385_1.02	Unknown	Phytophthora ramorum	Unknown	Myb/SANT
M0969_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0594_1.02	Unknown	Gallus gallus	Unknown	CxC
M0261_1.02	Unknown	Arabidopsis thaliana	Unknown	bZIP
M0548_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0613_1.02	Unknown	Mus musculus	Unknown	CxxC
M1139_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M1138_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Homeodomain
M0383_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0516_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0515_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1105_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M1480_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M1115_1.02	Unknown	Neurospora crassa	Unknown	Homeodomain
M0610_1.02	Unknown	Homo sapiens	Unknown	CxxC
M1362_1.02	Unknown	Oryza sativa	Unknown	Myb/SANT
M1089_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M1249_1.02	Unknown	Danio rerio	Unknown	HSF
M0382_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1765_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0215_1.02	Unknown	Mus musculus	Unknown	bHLH
M0813_1.02	Unknown	Rattus norvegicus	Unknown	GCM
M0679_1.02	Unknown	Paramecium tetraurelia	Unknown	E2F
M0403_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1220_1.02	Unknown	Schistosoma mansoni	Unknown	Homeodomain
M0946_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0947_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0981_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0892_1.02	Unknown	Homo sapiens	Unknown	Homeodomain
M0354_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bZIP
M0447_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0473_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M1164_1.02	Unknown	Cupiennius salei	Unknown	Homeodomain
M0481_1.02	Unknown	Neurospora crassa	Unknown	C2H2 ZF
M1751_1.02	Unknown	Neurospora crassa	Unknown	Zinc cluster
M0448_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1152_1.02	Unknown	Oikopleura dioica	Unknown	Homeodomain
M1415_1.02	Unknown	Physcomitrella patens	Unknown	NAC/NAM
M0919_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0296_1.02	Unknown	Mus musculus	Unknown	bZIP
M0798_1.02	Unknown	Saccharomyces cerevisiae	Unknown	GATA
M0797_1.02	Unknown	Saccharomyces cerevisiae	Unknown	GATA
M0605_1.02	Unknown	Danio rerio	Unknown	CxxC
M1330_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0854_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M0846_1.02	Unknown	Arabidopsis thaliana	Unknown	Homeodomain
M0858_1.02	Unknown	Caenorhabditis elegans	Unknown	Homeodomain
M0021_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M0672_1.02	Unknown	Tupaia belangeri	Unknown	E2F
M0624_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M0927_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0681_1.02	Unknown	Arabidopsis thaliana	Unknown	EIN3
M1031_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0690_1.02	Unknown	Mus musculus	Unknown	Ets
M0592_1.02	Unknown	Brachypodium distachyon	Unknown	CxC
M1036_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0371_1.02	Unknown	Arabidopsis thaliana	Unknown	C2H2 ZF
M1629_1.02	Unknown	Mus musculus	Unknown	T-box
M0754_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Forkhead
M0753_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Forkhead
M1228_1.02	Unknown	Nasonia vitripennis	Unknown	POU;Homeodomain
M0030_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1538_1.02	Unknown	Schistosoma mansoni	Unknown	RFX
M1078_1.02	Unknown	Tetraodon nigroviridis	Unknown	Homeodomain
M1332_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M1333_1.02	Unknown	Arabidopsis thaliana	Unknown	Myb/SANT
M0228_1.02	Unknown	Caenorhabditis elegans	Unknown	bHLH
M0450_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M1432_1.02	Unknown	Homo sapiens	Unknown	Nuclear receptor
M1364_1.02	Unknown	Oryza sativa	Unknown	Myb/SANT
M1093_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M1363_1.02	Unknown	Oryza sativa	Unknown	Myb/SANT
M1099_1.02	Unknown	Drosophila melanogaster	Unknown	Homeodomain
M0428_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M0335_1.02	Unknown	Neurospora crassa	Unknown	bZIP
M0623_1.02	Unknown	Caenorhabditis elegans	Unknown	DM
M1283_1.02	Unknown	Vitis vinifera	Unknown	MADF
M1361_1.02	Unknown	Oryza sativa	Unknown	Myb/SANT
M1028_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1620_1.02	Unknown	Arabidopsis thaliana	Unknown	Storekeeper
M1700_1.02	Unknown	Arabidopsis thaliana	Unknown	WRKY
M1486_1.02	Unknown	Caenorhabditis elegans	Unknown	Nuclear receptor
M0039_1.02	Unknown	Arabidopsis thaliana	Unknown	AP2
M1440_1.02	Unknown	Mus musculus	Unknown	Nuclear receptor
M1066_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1811_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1612_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Sox
M0554_1.02	Unknown	PBM CONSTRUCTS	Unknown	C2H2 ZF
M0545_1.02	Unknown	Caenorhabditis elegans	Unknown	C2H2 ZF
M0680_1.02	Unknown	Arabidopsis thaliana	Unknown	EIN3
M0942_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1805_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M1804_1.02	Unknown	Saccharomyces cerevisiae	Unknown	Zinc cluster
M0504_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M0503_1.02	Unknown	Saccharomyces cerevisiae	Unknown	C2H2 ZF
M1255_1.02	Unknown	Saccharomyces cerevisiae	Unknown	HSF
M1254_1.02	Unknown	Saccharomyces cerevisiae	Unknown	HSF
M0072_1.02	Unknown	Physcomitrella patens	Unknown	AP2
M0692_1.02	Unknown	Mus musculus	Unknown	Ets
M0631_1.02	Unknown	Homo sapiens	Unknown	DM
M0630_1.02	Unknown	Homo sapiens	Unknown	DM
M0760_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0771_1.02	Unknown	Arabidopsis thaliana	Unknown	GATA
M0190_1.02	Unknown	Mus musculus	Unknown	bHLH
M1559_1.02	Unknown	Cannabis sativa	Unknown	SBP
M0955_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M0246_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bHLH
M0244_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bHLH
M0245_1.02	Unknown	Saccharomyces cerevisiae	Unknown	bHLH
M1001_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1292_1.02	Unknown	Glycine max	Unknown	MADF
M0420_1.02	Unknown	Mus musculus	Unknown	C2H2 ZF
M1043_1.02	Unknown	Mus musculus	Unknown	Homeodomain
M1505_1.02	Unknown	Choloepus hoffmanni	Unknown	Pipsqueak
