Jaspar_ID	Uniprot_ID	Specie	Specie_ID	Family
MA1233.1	Q9C912	Arabidopsis thaliana	3702	Unknown
MA1234.1	Q84QC2	Arabidopsis thaliana	3702	Unknown
MA1235.1	Q6J9N8	Arabidopsis thaliana	3702	Unknown
MA1236.1	Unknown	Arabidopsis thaliana	3702	Unknown
MA1237.1	Q9SUK8	Arabidopsis thaliana	3702	Unknown
MA1238.1	Q9ZQP3	Arabidopsis thaliana	3702	Unknown
MA1239.1	Q9FKG1	Arabidopsis thaliana	3702	Unknown
MA1240.1	Q9ZWA2	Arabidopsis thaliana	3702	Unknown
MA1241.1	Q9M080	Arabidopsis thaliana	3702	Unknown
MA1242.1	Q9SVX5	Arabidopsis thaliana	3702	Unknown
MA1243.1	O80917	Arabidopsis thaliana	3702	Unknown
MA1244.1	Q9FGF8	Arabidopsis thaliana	3702	Unknown
MA1245.1	P93007	Arabidopsis thaliana	3702	Unknown
MA1246.1	Q9M644	Arabidopsis thaliana	3702	Unknown
MA1247.1	Q9FZ90	Arabidopsis thaliana	3702	Unknown
MA1248.1	Q9SFE4	Arabidopsis thaliana	3702	Unknown
MA1249.1	Q9SW63	Arabidopsis thaliana	3702	Unknown
MA1250.1	Q9LQZ2	Arabidopsis thaliana	3702	Unknown
MA1251.1	Q8W3M3	Arabidopsis thaliana	3702	Unknown
MA1252.1	Q6J9Q2	Arabidopsis thaliana	3702	Unknown
MA1253.1	Q9LU18	Arabidopsis thaliana	3702	Unknown
MA1254.1	Q8L9k1	Arabidopsis thaliana	3702	Unknown
MA1255.1	O80542	Arabidopsis thaliana	3702	Unknown
MA1256.1	Q9SSA8	Arabidopsis thaliana	3702	Unknown
MA1257.1	Q9FE67	Arabidopsis thaliana	3702	Unknown
MA1258.1	Unknown	Arabidopsis thaliana	3702	Unknown
MA1259.1	Q1ECI2	Arabidopsis thaliana	3702	Unknown
MA1260.1	Q9CAP4	Arabidopsis thaliana	3702	Unknown
MA1261.1	Q38Q40	Arabidopsis thaliana	3702	Unknown
MA1262.1	O80338	Arabidopsis thaliana	3702	Unknown
MA1263.1	Q9SKW5	Arabidopsis thaliana	3702	Unknown
MA1264.1	A0A178VAV2	Arabidopsis thaliana	3702	Unknown
MA1265.1	Q6NLD5	Arabidopsis thaliana	3702	Unknown
MA1266.1	Q6J9S1	Arabidopsis thaliana	3702	Unknown
MA1267.1	Q9FGD6	Arabidopsis thaliana	3702	Dof-type
MA1268.1	Q9SEZ3	Arabidopsis thaliana	3702	Dof-type
MA1269.1	O49550	Arabidopsis thaliana	3702	Dof-type
MA1270.1	Q9M1E6	Arabidopsis thaliana	3702	Dof-type
MA1271.1	Q9ZPY0	Arabidopsis thaliana	3702	Dof-type
MA1272.1	Q9ZV33	Arabidopsis thaliana	3702	Dof-type
MA1273.1	Q9SUB1	Arabidopsis thaliana	3702	Dof-type
MA1274.1	Q9M2U1	Arabidopsis thaliana	3702	Dof-type
MA1275.1	Q9SX97	Arabidopsis thaliana	3702	Dof-type
MA1276.1	Q9SVC5	Arabidopsis thaliana	3702	Dof-type
MA1277.1	O82155	Arabidopsis thaliana	3702	Dof-type
MA1278.1	Q39088	Arabidopsis thaliana	3702	Dof-type
MA1279.1	P68350	Arabidopsis thaliana	3702	Dof-type
MA1280.1	Q8LDR0	Arabidopsis thaliana	3702	Dof-type
MA1281.1	Q9LZ56	Arabidopsis thaliana	3702	Dof-type
MA1282.1	Q9S7W5	Arabidopsis thaliana	3702	TCP domain
MA1283.1	Q93Z00	Arabidopsis thaliana	3702	TCP domain
MA1284.1	Q9FYG7	Arabidopsis thaliana	3702	TCP domain
MA1285.1	O64647	Arabidopsis thaliana	3702	TCP domain
MA1286.1	Q9C758	Arabidopsis thaliana	3702	TCP domain
MA1287.1	Q9FTA2	Arabidopsis thaliana	3702	TCP domain
MA1288.1	Q9C7G4	Arabidopsis thaliana	3702	TCP domain
MA1289.1	Q9MAH8	Arabidopsis thaliana	3702	TCP domain
MA1290.1	Q9LEZ9	Arabidopsis thaliana	3702	TCP domain
MA1291.1	Q9FMX2	Arabidopsis thaliana	3702	TCP domain
MA1292.1	Q9SCP1	Arabidopsis thaliana	3702	TCP domain
MA1293.1	Q9SSA1	Arabidopsis thaliana	3702	TCP domain
MA1294.1	Q9C9G7	Arabidopsis thaliana	3702	TCP domain
MA1295.1	Q93WV0	Arabidopsis thaliana	3702	Unknown
MA1296.1	Q9SKD9	Arabidopsis thaliana	3702	Unknown
MA1297.1	Q9C5T3	Arabidopsis thaliana	3702	Unknown
MA1298.1	Q9SUS1	Arabidopsis thaliana	3702	Unknown
MA1299.1	Q9SJA8	Arabidopsis thaliana	3702	Unknown
MA1300.1	Q9C519	Arabidopsis thaliana	3702	Unknown
MA1301.1	Q8S8P5	Arabidopsis thaliana	3702	Unknown
MA1302.1	Q9LP56	Arabidopsis thaliana	3702	Unknown
MA1303.1	O04609	Arabidopsis thaliana	3702	Unknown
MA1304.1	Q9SJ09	Arabidopsis thaliana	3702	Unknown
MA1305.1	Q9SHB5	Arabidopsis thaliana	3702	Unknown
MA1306.1	Q9SV15	Arabidopsis thaliana	3702	Unknown
MA1307.1	Q93WT0	Arabidopsis thaliana	3702	Unknown
MA1308.1	Q9LY00	Arabidopsis thaliana	3702	Unknown
MA1309.1	Q9ZQ70	Arabidopsis thaliana	3702	Unknown
MA1310.1	Q9XEC3	Arabidopsis thaliana	3702	Unknown
MA1311.1	Q8VWJ2	Arabidopsis thaliana	3702	Unknown
MA1312.1	Q9ZSI7	Arabidopsis thaliana	3702	Unknown
MA1313.1	Q9STX0	Arabidopsis thaliana	3702	Unknown
MA1314.1	Q9SA80	Arabidopsis thaliana	3702	Unknown
MA1315.1	Q9FFS3	Arabidopsis thaliana	3702	Unknown
MA1316.1	Q93WV4	Arabidopsis thaliana	3702	Unknown
MA1317.1	Q8VWQ5	Arabidopsis thaliana	3702	Unknown
MA1318.1	Q9FLX8	Arabidopsis thaliana	3702	Unknown
MA1319.1	P93015	Arabidopsis thaliana	3702	Unknown
MA1320.1	Q9M2Q6	Arabidopsis thaliana	3702	Unknown
MA1321.1	B9DI20	Arabidopsis thaliana	3702	Unknown
MA1322.1	Q700W2	Arabidopsis thaliana	3702	Unknown
MA1323.1	Q6QPM2	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1324.1	Q9ZPX0	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1325.1	Q9M1U2	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1326.1	Q9FRL5	Arabidopsis thaliana	3702	ZF-HD
MA1327.1	Unknown	Arabidopsis thaliana	3702	ZF-HD
MA1328.1	Q8LFD3	Arabidopsis thaliana	3702	ZF-HD
MA1329.1	Unknown	Arabidopsis thaliana	3702	ZF-HD
MA1330.1	Unknown	Arabidopsis thaliana	3702	ZF-HD
MA1331.1	Q9ZV88	Arabidopsis thaliana	3702	BES1
MA1332.1	Q94A43	Arabidopsis thaliana	3702	BES2
MA1333.1	O49404	Arabidopsis thaliana	3702	BES3
MA1334.1	O65683	Arabidopsis thaliana	3702	Unknown
MA1335.1	Q39162	Arabidopsis thaliana	3702	Unknown
MA1336.1	Q39234	Arabidopsis thaliana	3702	Unknown
MA1337.1	C0Z2L5	Arabidopsis thaliana	3702	Unknown
MA1338.1	Q9LES3	Arabidopsis thaliana	3702	Unknown
MA1339.1	Q9FMC2	Arabidopsis thaliana	3702	Unknown
MA1340.1	Q9LFU3	Arabidopsis thaliana	3702	Unknown
MA1341.1	Q9LZP8	Arabidopsis thaliana	3702	Unknown
MA1342.1	Q93ZE2	Arabidopsis thaliana	3702	Unknown
MA1343.1	Q8VWG0	Arabidopsis thaliana	3702	Unknown
MA1344.1	Q9SG86	Arabidopsis thaliana	3702	Unknown
MA1345.1	Q8RU59	Arabidopsis thaliana	3702	Unknown
MA1346.1	E3VNM4	Arabidopsis thaliana	3702	Unknown
MA1347.1	Q84LG2	Arabidopsis thaliana	3702	Unknown
MA1348.1	Q93XM6	Arabidopsis thaliana	3702	Unknown
MA1349.1	Q501B2	Arabidopsis thaliana	3702	Unknown
MA1350.1	Q9LW45	Arabidopsis thaliana	3702	Unknown
MA1351.1	Q42510	Arabidopsis thaliana	3702	Unknown
MA1352.1	Q8L7L8	Arabidopsis thaliana	3702	Myb-related
MA1353.1	F4IEY4	Arabidopsis thaliana	3702	Myb-related
MA1354.1	Q700D7	Arabidopsis thaliana	3702	Myb-related
MA1355.1	Q9JFW5	Arabidopsis thaliana	3702	Myb-related
MA1356.1	Q9SNB9	Arabidopsis thaliana	3702	Myb-related
MA1357.1	Q9C8P8	Arabidopsis thaliana	3702	Unknown
MA1358.1	Q66GR3	Arabidopsis thaliana	3702	Unknown
MA1359.1	Q0JXE7	Arabidopsis thaliana	3702	Unknown
MA1360.1	Q6NKN9	Arabidopsis thaliana	3702	Unknown
MA1361.1	Q1PF17	Arabidopsis thaliana	3702	Unknown
MA1362.1	Q9LK48	Arabidopsis thaliana	3702	Unknown
MA1363.1	Q8S3D5	Arabidopsis thaliana	3702	Unknown
MA1364.1	Q570R7	Arabidopsis thaliana	3702	Unknown
MA1365.1	Unknown	Arabidopsis thaliana	3702	Trihelix
MA1366.1	Unknown	Arabidopsis thaliana	3702	Trihelix
MA1367.1	Unknown	Arabidopsis thaliana	3702	Trihelix
MA1368.1	Q9LU92	Arabidopsis thaliana	3702	Trihelix
MA1369.1	Q9M2E8	Arabidopsis thaliana	3702	Unknown
MA1370.1	Q9ZUL3	Arabidopsis thaliana	3702	Unknown
MA1371.1	Q8GYC1	Arabidopsis thaliana	3702	Unknown
MA1372.1	Q96289	Arabidopsis thaliana	3702	Unknown
MA1373.1	Q9SCQ6	Arabidopsis thaliana	3702	Unknown
MA1374.1	Q8H1F5	Arabidopsis thaliana	3702	Unknown
MA1375.1	Q0WV12	Arabidopsis thaliana	3702	HD-ZIP factors
MA1376.1	Unknown	Arabidopsis thaliana	3702	Unknown
MA1377.1	Q5YGP8	Arabidopsis thaliana	3702	Unknown
MA1378.1	Unknown	Arabidopsis thaliana	3702	Unknown
MA1379.1	Q9M9H7	Arabidopsis thaliana	3702	CPP
MA1380.1	Q9SL70	Arabidopsis thaliana	3702	CPP
MA1381.1	Q9LX86	Arabidopsis thaliana	3702	Unknown
MA1382.1	Q9SWG3	Arabidopsis thaliana	3702	C3H Zinc Figer
MA1383.1	Q9C616	Arabidopsis thaliana	3702	G2-like
MA1384.1	Q9SJW0	Arabidopsis thaliana	3702	G2-like
MA1385.1	Unknown	Arabidopsis thaliana	3702	G2-like
MA1386.1	Q9FPE8	Arabidopsis thaliana	3702	G2-like
MA1387.1	Q9FX67	Arabidopsis thaliana	3702	G2-like
MA1388.1	Q94A57	Arabidopsis thaliana	3702	G2-like
MA1389.1	Q8GUN5	Arabidopsis thaliana	3702	G2-like
MA1390.1	Q8VZS3	Arabidopsis thaliana	3702	G2-like
MA1391.1	Q8W1W6	Arabidopsis thaliana	3702	Myb
MA1392.1	Q9S7L2	Arabidopsis thaliana	3702	Myb
MA1393.1	Unknown	Arabidopsis thaliana	3702	Myb
MA1394.1	Unknown	Arabidopsis thaliana	3702	Myb
MA1395.1	Unknown	Arabidopsis thaliana	3702	Myb
MA1396.1	Q9SD38	Arabidopsis thaliana	3702	GATA-type zinc fingers
MA1397.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1398.1	Q9LVS0	Arabidopsis thaliana	3702	Myb-related
MA1399.1	Q9FNN6	Arabidopsis thaliana	3702	Myb-related
MA1400.1	Unknown	Arabidopsis thaliana	3702	Myb-related
MA1401.1	B3H5A8	Arabidopsis thaliana	3702	Myb-related
MA1402.1	Q8L999	Arabidopsis thaliana	3702	BBR-BPC
MA1403.1	F4JUI3	Arabidopsis thaliana	3702	BBR-BPC
MA1404.1	Q9SKD0	Arabidopsis thaliana	3702	BBR-BPC
MA1405.1	I3NN78	Solanum lycopersicum	4081	Unknown
MA1406.1	P92953	Arabidopsis thaliana	3702	HD-ZIP factors
MA1407.1	Q84JK2	Phaeodactylum tricornutum	2850	Unknown
MA1408.1	Unknown	Fragaria x ananassa	3747	Myb-related
MA1409.1	Q5SML5	Oryza sativa	4530	ARR
MA1410.1	Unknown	Solanum lycopersicum	4081	TCP domain
MA1411.1	Unknown	Medicago truncatula	3880	Unknown
MA1412.1	Unknown	Medicago truncatula	3880	Unknown
MA1413.1	F4JRB0	Arabidopsis thaliana	3702	Myb-related
MA1414.1	Q9FNY0	Arabidopsis thaliana	3702	E2F
MA1415.1	Q9STM3	Arabidopsis thaliana	3702	Unknown
MA1416.1	Unknown	Zea mays	4577	Unknown
MA1417.1	P12959	Zea mays	4577	Unknown
MA1418.1	Q14653	Homo sapiens	9606	Interferon-regulatory factors  
MA1419.1	Q15306	Homo sapiens	9606	Interferon-regulatory factors  
MA1420.1	Q13568	Homo sapiens	9606	Interferon-regulatory factors  
MA1421.1	Q9HCS4	Homo sapiens	9606	TCF-7-related factors
